"idservicio","nombre","mercado","tipo","infraestructura","descripcion","resultados","fregistro","informante","entidad","autorizado"
"167","Metodología para la Planificación de Sitios","Alcaldías municipales, sociedad civil","3","Aulas especializadas, metodología, instrumentos de evaluación de sitios","La metodología de planificación de sitio es el arte y la ciencia de disponer las estructuras y los usos del suelo en una porción del territorio. Puede incluir un solo edificio, varias casas o una comunidad entera. El proceso incluye la selección y el análisis del sitio, la identificación de las funciones usos a ser previstos como resultado de su desarrollo, la organización de la circulación peatonal y vehicular, el desarrollo de forma visual y la distribución de usos, la modificación de la superficie del terreno por medio de tercería, la provisión de los servicios urbanos y, finalmente, desarrollar los detalles constructivos necesarios para completar un proyecto ","Metodología elaborada. Se imparte en los cursos de posgrado del PEAUT","2010-11-04","Wilfredo Varela Fonseca","PEAUT","Si"
"168","Metodología para la reducción del riesgo y la adaptación al cambio climático en fincas","Dueños de Fincas, Organismos no gubernamentales, Cooperación internacional","11","Metodologías, instrumentos sobre gestión del riesgo","Metodología que permite el estudio e implementación de la Gestión y reducción del Riesgo y adaptación al cambio climático en el caso específico de Fincas.","Aplicación de la metodología sobre reducción del riesgo y adaptación al cambio climático en la Finca El Perote, Dipilto. Nueva Segovia.","2010-11-04","Wilfredo Varela Fonseca","PEAUT","Si"
"169","Metodología de Planeamiento eco turístico","Alcaldias municipales, INTUR, Entidades públicas y privadas.","3","Aulas especializadas, metodologías, medios de transporte para visitas de campo","Metodología establecida para la elaboración de planes de desarrollo eco turístico.","Metodología elaborada, se imparte en los cursos del programa de posgrado del PEAUT","2010-11-04","Wilfredo Varela Fonseca","PEAUT","Si"
"170","Evaluación de sitios para emplazamiento de equipamiento municipal","Alcaldías municipales","51","Medio de transporte para visita de campo, instrumento de evaluación de sitios","Evaluación de sitio para emplazamiento de equipamiento","Realizada la evaluación de sitio para emplazamiento de rastro y vertedero municipal de Muelle de los Bueyes","2010-11-04","Wilfredo Varela Fonseca","PEAUT","Si"
"172","Prácticas de hidráulica de tubería e hidráulica de canales abiertos","Universidades Privadas y públicas","1","Laboratorio de hidráulica
1. Modelo de Canal Hidráulico
2. Calibradores de manómetros
3. Modelo de Cuadrante Hidráulico
4. Banco Hidráulico
5. Tubo de Venturi
6. Medición de Flujo
7. Pérdidas por Fricción
8. Pérdidas locales
9. Flujo a través de un orificio
10. Impacto de un chorro
11. Bombas de ejes horizontal","Ensayos
1. Simulación de flujos en canales abiertos
2. Aplicación del Principio de Pascal
3. Determinación del Centro de Presión
4. Medición de gastos
5. Aplicación de continuidad y ecuación de Bernoulli
6. Medición simultánea de gastos (3 medidores)
7. Pérdidas de carga en flujo laminar y turbulento
8. Pérdidas de carga en accesorios
9. Determinación de los coeficientes del orificio medidor
10. Aplicación de la Ecuación de Momentum
11. Determinación de las curvas características de las bombas","Notas de calificación de las prácticas impartidas.","2010-11-06","Ing. Jhorquin Gaitán","FTC","Si"
"179","ASISTENCIA EN HACCP","Empresas de alimentos","3","Crear elementos básicos y la capacidad técnica para la implementación de BPM y POES, que conlleven al cumplimiento de las normas de seguridad, higiene e inocuidad de los alimentos, exigidas en el mercado nacional e internacional. Asegurar la inocuidad de los productos alimenticio en todas las etapas del proceso.","Diagnóstico del grado de cumplimiento de las Buenas Prácticas de Manufactura (BPM) - Procedimientos Operacionales Estandarizados de Sanitización (POES) y Manual de HACCP.","1.	Capacitar al personal de la empresa en la implementación de BPM y POES, incluyendo el seguimiento y relación con el Sistema de Análisis de Riesgos y Puntos Críticos de Control (HACCP), con el objetivo de que crear capacidad para el seguimiento de las actividades relacionadas a la inocuidad alimenticia.
2.	Capacitación e identificación del nivel cumplimiento de las BPM y POES, para el desarrollo del sistema HACCP.
","2010-11-09","Guillermo Salazar","CPML-N","Si"
"171","Prácticas de laboratorio de suelo","Universidades privadas y estatales","1","Laboratorio de suelo y materiales de construcción","Asignatura de Materiales de Construcción 

1. Determinación de los pesos volumétricos en condiciones Sueltas y Compactas de los agregados. 
2. Determinación del contenido de humedad de los agregados. 
3. Determinación de la gravedad específica de los agregados. 
4. Determinación del porcentaje de absorción de los agregados. 
5. Determinación de las propiedades físicas y mecánicas de la piedra sillar (piedra cantera). 
6. Análisis granulométricos de los agregados. 
7. Determinación de la resistencia al desgaste por cargas abrasivas de los agregados, método de la máquina de los ángeles. 
8. Determinación de la consistencia normal y gravedad específica del cemento. 
9. Determinación del tiempo de fraguado del cemento. 
10. Determinación de la resistencia del cemento (morteros de cemento). 
11. Diseño, elaboración de mezcla de prueba y resistencia de morteros de cemento. 
12. Diseño, elaboración de mezcla de prueba y resistencia de concreto. 
13. Determinación de la resistencia de elementos de construcción; adoquines, bloques, ladrillos de piso, ladrillos de barro, mortero, concreto. acero estructural. 

Asignatura de Mecánica de Suelos 

1. Exploración, muestreo y contenido de humedad. 
2. Determinación de la gravedad específica de los suelos. 
3. Determinación de las relaciones volumétricas y gravimétricas (peso y volumen), de los suelos. 
4. Análisis granulométrico de los suelos. 
5. Determinación de los límites de Atterberg (límites de consistencia), de los suelos. 
6. Ensaye de compactación Proctor estándar. 
7. Ensaye de compactación Proctor modificado. 
8. Ensaye de compactación estático. 
9. Control de compactación de campo, método del cono y la arena. 
10. Ensaye para la determinación del Valor Soporte California (CBR). 
11. Ensaye de Penetración Normalizado (SPT).","Informe de notas.","2010-11-06","Ing. Jhorquin Gaitán","FTC","Si"
"185","Diseño e Instalación de Sistemas Solares Térmicos","Pymes, grandes empresas e instituciones.","58","Diseño e instalación de un sistema Solar Térmico para calentar agua y ser utilizada en el área de procesos industriales, hotelero y de alimento, donde requieran agua caliente a 80ºC como máximo.","Analizar técnica y económicamente la inversión de un Sistema Solar Térmico para el calentamiento de agua, así como asistir técnicamente la correcta selección, diseño, instalación y puesta en marcha del sistema.
","&#8226;	Aumento de productividad, reducción de costos operativos.
&#8226;	Reducción de emisiones de CO2.
&#8226;	Disminución del efecto invernadero.
&#8226;	Mayor calidad.
&#8226;	Tecnifica todo a parte de la obtención de agua caliente.
&#8226;	Ofrece un producto diferenciado.
&#8226;	Empresas amigables al ambiente o ecológicas.","2010-11-09","Lic. Eva Mairena","CPML-N","Si"
"173","Servicio de Laboratorio de hidráulica de tubería e hidráulica de canales abiertos","Alcaldías Municipales , Empresas Privada, ONG y Personas Civiles.","35","Laboratorio de hidráulica
1. Modelo de Canal Hidráulico
2. Calibradores de manómetros
3. Modelo de Cuadrante Hidráulico
4. Banco Hidráulico
5. Tubo de Venturi
6. Medición de Flujo
7. Pérdidas por Fricción
8. Pérdidas locales
9. Flujo a través de un orificio
10. Impacto de un chorro
11. Bombas de ejes horizontal","1.	Diseño de sistemas de abastecimiento de agua potable.
2.	Diseño de sistemas de alcantarillado sanitario y pluvial.
3.	Diseño de plantas de tratamiento (potabilización y aguas residuales).
4.	Diseño de instalaciones hidrosanitarias en edificios.
5.	Diseño de rellenos sanitarios.
6.	Elaboración de estudios y proyectos de planificación y gestión de recursos hídricos. 
7.	Proyectos de ingeniería hidráulica y solución de problemas con la aplicación de modelos hidráulicos. 
8.	Participación en actividades de vinculación. ","Informe y Diseños.","2010-11-06","Ing. Jhorquin Gaitán","FTC","Si"
"174","Prácticas de campo de topografia (planimetría y altimetría)","Universidades privadas y estatales.","53","Laboratorio de topografía.
Equipos:
Teodolitos, estación total, niveles, estadia, cintas.","Se realizan 07 prácticas de campo distribuidos en cada semestre para Topografía I (Planimetría) y II (Altimetría).
Topografía I (Altimetría):
1)	Uso y manejo de la cinta
2)	Uso y manejo del teodolito
3)	Poligonal de rodeo con teodolito y cinta
4)	Poligonal de rodeo con teodolito y estadia
5)	Levantamiento de detalles
6)	Poligonal real a auxiliar
7)	Curva de enlace horizontales
Topografía II (Altimetría):
1.Nivelacion trigonométrica
2. Nivelación simple y compuesta
3. Perfil longitudinal y secciones transversales
4. Nivelación areal y método de la cuadricula
5. Estacas de talud
6. Tendido de tuberías
7. Replanteo de edificios.","Informe de notas.","2010-11-06","Ing. Jhorquin Gaitán","FTC","Si"
"162","Servicio de laboratorio de suelo.","Alcaldías Municipales , Empresas Privada, ONG y Personas Civiles.","37","Laboratorio de suelo y materiales de construcción","Ensayes de Agregados para Mortero Concreto
1. Pesos Unitarios.
2. Análisis Granulométrico.
3. Gravedad Específica de los Agregados.
4. Resistencia al Desgaste de los Agregados (método máquina de los Ángeles).
5. Intemperismo Acelerado.
6. Ensaye de Impurezas Orgánicas (colorimetría).
7. Gravedad Específica, Consistencia Normal y Tiempo de Fraguado del Cemento.
8. Diseño de mezclas de Mortero y Concreto.

 Control de Calidad de Mortero y Concreto 
1. Toma de muestras de mortero y concreto fresco.
2. Ensaye de resistencia a compresión de cubos de mortero y cilindros de concreto.
3. Ensaye de resistencia a compresión no destructivo con el &#8220;Martillo Suizo&#8221; (Esclerómetro).
Control de Calidad de Materiales de Construcción
1. Ensaye de resistencia de bloques de mampostería, adoquines, ladrillos de barro, tejas de barro, ladrillos cuarterón, piedra cantera, etc.
2. Tubos de concreto hasta un diámetro de 18 pulg. y una longitud de 1.2 mts.
3. Resistencia a la tensión del acero.
4. Resistencia a la tensión, flexión, compresión paralela y perpendicular a la fibra, de la madera.

ESTUDIOS DE SUELOS
1. Sondeos manuales en obras horizontales (diseño de estructuras de pavimento, revestimiento, tratamiento superficial, adoquinado.
2. Ensaye de Penetración Normalizado (SPT), para Obras Verticales (profundidad de desplante, tipo de cimentación, capacidad de carga admisible).
3. Control de compactación de campo, método del cono y la arena.
4. Ensaye de capacidad de absorción del suelo.
5. Muestreo, ensaye y análisis de bancos de materiales (granulometría, límites de consistencia, ensaye Proctor estándar, Modificado, Estático, ensaye CBR)","Informe de resultados e interpretación de los mismos","2010-11-04","Ing. Jhorquin Gaitán","FTC","Si"
"176","Cursos Libres (Manejo y Uso de Software aplicados a la Ingeniería Civil y Agrícola)","Universidades privadas y estatales, Alcaldías Municipales , Empresas Privada, ONG y Personas Civiles","21","Infraestructura:
Centro de Computo (40 Computadoras) y Sala de Dibujo
 Software:
Autocad, SAP 2000, Arc View, Epanet, Microsoft Project, Autocad Civil 3D y ETAB","Aplicaciòn, manejo y uso de software aplicados a la Ingeniería Civil y Agrícola, y curso de lectura e interpretaciòn de planos.
Duracion: 40 Horas por cada curso brindado.","Certificado de aprobación del curso.","2010-11-06","Ing. Jhorquin Gaitán","FTC","Si"
"175","Servicio de laboratorio de topografía.","Alcaldías Municipales , Empresas Privada, ONG y Personas Civiles","2","Laboratorio de topografía.
Equipos:
Teodolitos, estación total, niveles, estadia, cintas.","Levantamientos longitudinales, levantamientos de áreas, cálculo y diseño de rasante, levantamiento de planos catastrales, levantamiento de planos de construcción y asesorías.","Informe de resultados, con planos y memoria digitales.","2010-11-06","Ing. Jhorquin Gaitán","FTC","Si"
